"Marital_Status";"Kidhome";"Teenhome";"Income";"Year_Birth";"Response";"id";"cluster";"Marital";"UserSpecificClusterAttributes"
"1";"0";"0";18351.0;1990;"false";35;"cluster_12";"Married";"{Birth: 1990, Marital: 1, Income: 18351, Kids: 0, Teens: 0,}"
"5";"0";"0";95169.0;1987;"true";36;"cluster_9";"Alone";"{Birth: 1987, Marital: 5, Income: 95169, Kids: 0, Teens: 0,}"
"1";"0";"0";65370.0;1984;"false";37;"cluster_1";"Married";"{Birth: 1984, Marital: 1, Income: 65370, Kids: 0, Teens: 0,}"
"4";"0";"0";39228.0;1960;"false";38;"cluster_13";"Single";"{Birth: 1960, Marital: 4, Income: 39228, Kids: 0, Teens: 0,}"
"5";"0";"0";84865.0;1961;"true";39;"cluster_2";"Alone";"{Birth: 1961, Marital: 5, Income: 84865, Kids: 0, Teens: 0,}"
"1";"0";"1";61314.0;1968;"false";40;"cluster_11";"Married";"{Birth: 1968, Marital: 1, Income: 61314, Kids: 0, Teens: 1,}"
"5";"1";"0";21359.0;1972;"true";41;"cluster_22";"Alone";"{Birth: 1972, Marital: 5, Income: 21359, Kids: 1, Teens: 0,}"
"1";"0";"1";66465.0;1955;"false";42;"cluster_1";"Married";"{Birth: 1955, Marital: 1, Income: 66465, Kids: 0, Teens: 1,}"
"5";"0";"0";81698.0;1983;"true";43;"cluster_24";"Alone";"{Birth: 1983, Marital: 5, Income: 81698, Kids: 0, Teens: 0,}"
"5";"1";"0";39146.0;1986;"false";44;"cluster_13";"Alone";"{Birth: 1986, Marital: 5, Income: 39146, Kids: 1, Teens: 0,}"
"4";"1";"1";25959.0;1970;"true";45;"cluster_5";"Single";"{Birth: 1970, Marital: 4, Income: 25959, Kids: 1, Teens: 1,}"
"2";"0";"0";64260.0;1961;"true";46;"cluster_1";"Together";"{Birth: 1961, Marital: 2, Income: 64260, Kids: 0, Teens: 0,}"
"1";"1";"0";32300.0;1973;"false";47;"cluster_20";"Married";"{Birth: 1973, Marital: 1, Income: 32300, Kids: 1, Teens: 0,}"
"1";"0";"1";74806.0;1965;"false";48;"cluster_8";"Married";"{Birth: 1965, Marital: 1, Income: 74806, Kids: 0, Teens: 1,}"
"4";"0";"1";72967.0;1970;"true";49;"cluster_21";"Single";"{Birth: 1970, Marital: 4, Income: 72967, Kids: 0, Teens: 1,}"
"5";"0";"1";48904.0;1960;"false";50;"cluster_6";"Alone";"{Birth: 1960, Marital: 5, Income: 48904, Kids: 0, Teens: 1,}"
"1";"1";"0";14796.0;1984;"true";51;"cluster_17";"Married";"{Birth: 1984, Marital: 1, Income: 14796, Kids: 1, Teens: 0,}"
"1";"0";"0";66991.0;1954;"false";52;"cluster_19";"Married";"{Birth: 1954, Marital: 1, Income: 66991, Kids: 0, Teens: 0,}"
"5";"2";"1";52195.0;1978;"false";53;"cluster_18";"Alone";"{Birth: 1978, Marital: 5, Income: 52195, Kids: 2, Teens: 1,}"
"1";"0";"0";90369.0;1956;"true";54;"cluster_9";"Married";"{Birth: 1956, Marital: 1, Income: 90369, Kids: 0, Teens: 0,}"
"1";"1";"0";18393.0;1974;"false";55;"cluster_12";"Married";"{Birth: 1974, Marital: 1, Income: 18393, Kids: 1, Teens: 0,}"
"5";"1";"1";47139.0;1952;"true";56;"cluster_14";"Alone";"{Birth: 1952, Marital: 5, Income: 47139, Kids: 1, Teens: 1,}"
"1";"0";"1";38576.0;1973;"false";57;"cluster_13";"Married";"{Birth: 1973, Marital: 1, Income: 38576, Kids: 0, Teens: 1,}"
"2";"0";"1";61905.0;1975;"false";58;"cluster_11";"Together";"{Birth: 1975, Marital: 2, Income: 61905, Kids: 0, Teens: 1,}"
"1";"0";"0";83715.0;1962;"false";59;"cluster_2";"Married";"{Birth: 1962, Marital: 1, Income: 83715, Kids: 0, Teens: 0,}"
"1";"0";"1";60597.0;1964;"true";60;"cluster_11";"Married";"{Birth: 1964, Marital: 1, Income: 60597, Kids: 0, Teens: 1,}"
"5";"0";"0";6560.0;1982;"false";61;"cluster_4";"Alone";"{Birth: 1982, Marital: 5, Income: 6560, Kids: 0, Teens: 0,}"
"2";"0";"1";48330.0;1961;"false";62;"cluster_6";"Together";"{Birth: 1961, Marital: 2, Income: 48330, Kids: 0, Teens: 1,}"
"5";"1";"1";38236.0;1968;"false";63;"cluster_13";"Alone";"{Birth: 1968, Marital: 5, Income: 38236, Kids: 1, Teens: 1,}"
"1";"1";"0";22701.0;1977;"false";64;"cluster_22";"Married";"{Birth: 1977, Marital: 1, Income: 22701, Kids: 1, Teens: 0,}"
"4";"1";"1";53367.0;1974;"true";65;"cluster_18";"Single";"{Birth: 1974, Marital: 4, Income: 53367, Kids: 1, Teens: 1,}"
"2";"1";"0";34728.0;1986;"true";66;"cluster_20";"Together";"{Birth: 1986, Marital: 2, Income: 34728, Kids: 1, Teens: 0,}"
"1";"0";"2";63915.0;1956;"false";67;"cluster_1";"Married";"{Birth: 1956, Marital: 1, Income: 63915, Kids: 0, Teens: 2,}"
"1";"0";"0";82504.0;1960;"false";68;"cluster_24";"Married";"{Birth: 1960, Marital: 1, Income: 82504, Kids: 0, Teens: 0,}"
"5";"1";"1";38578.0;1972;"true";69;"cluster_13";"Alone";"{Birth: 1972, Marital: 5, Income: 38578, Kids: 1, Teens: 1,}"
"5";"1";"1";38578.0;1972;"false";70;"cluster_13";"Alone";"{Birth: 1972, Marital: 5, Income: 38578, Kids: 1, Teens: 1,}"
"1";"0";"0";79174.0;1975;"true";71;"cluster_24";"Married";"{Birth: 1975, Marital: 1, Income: 79174, Kids: 0, Teens: 0,}"
"4";"0";"1";81975.0;1962;"false";72;"cluster_24";"Single";"{Birth: 1962, Marital: 4, Income: 81975, Kids: 0, Teens: 1,}"
"1";"0";"1";43263.0;1977;"false";73;"cluster_15";"Married";"{Birth: 1977, Marital: 1, Income: 43263, Kids: 0, Teens: 1,}"
"5";"1";"0";27242.0;1970;"true";74;"cluster_5";"Alone";"{Birth: 1970, Marital: 5, Income: 27242, Kids: 1, Teens: 0,}"
"1";"1";"0";76445.0;1971;"false";75;"cluster_8";"Married";"{Birth: 1971, Marital: 1, Income: 76445, Kids: 1, Teens: 0,}"
"2";"0";"0";75276.0;1965;"false";76;"cluster_8";"Together";"{Birth: 1965, Marital: 2, Income: 75276, Kids: 0, Teens: 0,}"
"3";"1";"1";34213.0;1963;"true";77;"cluster_20";"Divorced";"{Birth: 1963, Marital: 3, Income: 34213, Kids: 1, Teens: 1,}"
"2";"0";"0";72335.0;1976;"true";78;"cluster_21";"Together";"{Birth: 1976, Marital: 2, Income: 72335, Kids: 0, Teens: 0,}"
"1";"0";"0";79143.0;1964;"false";79;"cluster_24";"Married";"{Birth: 1964, Marital: 1, Income: 79143, Kids: 0, Teens: 0,}"
"1";"0";"0";27469.0;1947;"false";80;"cluster_5";"Married";"{Birth: 1947, Marital: 1, Income: 27469, Kids: 0, Teens: 0,}"
"2";"0";"0";68695.0;1969;"false";81;"cluster_19";"Together";"{Birth: 1969, Marital: 2, Income: 68695, Kids: 0, Teens: 0,}"
"2";"0";"0";68695.0;1969;"false";82;"cluster_19";"Together";"{Birth: 1969, Marital: 2, Income: 68695, Kids: 0, Teens: 0,}"
"5";"0";"1";50388.0;1957;"true";83;"cluster_6";"Alone";"{Birth: 1957, Marital: 5, Income: 50388, Kids: 0, Teens: 1,}"
"2";"0";"2";77622.0;1970;"false";84;"cluster_8";"Together";"{Birth: 1970, Marital: 2, Income: 77622, Kids: 0, Teens: 2,}"
"4";"2";"1";46102.0;1962;"false";85;"cluster_14";"Single";"{Birth: 1962, Marital: 4, Income: 46102, Kids: 2, Teens: 1,}"
"5";"1";"0";31859.0;1980;"false";86;"cluster_0";"Alone";"{Birth: 1980, Marital: 5, Income: 31859, Kids: 1, Teens: 0,}"
"5";"0";"0";23830.0;1987;"false";87;"cluster_22";"Alone";"{Birth: 1987, Marital: 5, Income: 23830, Kids: 0, Teens: 0,}"
"1";"1";"1";24639.0;1973;"false";88;"cluster_22";"Married";"{Birth: 1973, Marital: 1, Income: 24639, Kids: 1, Teens: 1,}"
"2";"0";"0";71604.0;1945;"true";89;"cluster_21";"Together";"{Birth: 1945, Marital: 2, Income: 71604, Kids: 0, Teens: 0,}"
"1";"1";"0";27255.0;1984;"false";90;"cluster_5";"Married";"{Birth: 1984, Marital: 1, Income: 27255, Kids: 1, Teens: 0,}"
"2";"0";"1";55375.0;1977;"false";91;"cluster_18";"Together";"{Birth: 1977, Marital: 2, Income: 55375, Kids: 0, Teens: 1,}"
"1";"0";"1";77037.0;1960;"false";92;"cluster_8";"Married";"{Birth: 1960, Marital: 1, Income: 77037, Kids: 0, Teens: 1,}"
"5";"1";"1";24163.0;1970;"false";93;"cluster_22";"Alone";"{Birth: 1970, Marital: 5, Income: 24163, Kids: 1, Teens: 1,}"
"2";"0";"0";69476.0;1969;"false";94;"cluster_19";"Together";"{Birth: 1969, Marital: 2, Income: 69476, Kids: 0, Teens: 0,}"
"1";"0";"1";72063.0;1979;"false";95;"cluster_21";"Married";"{Birth: 1979, Marital: 1, Income: 72063, Kids: 0, Teens: 1,}"
"1";"0";"1";58646.0;1962;"false";96;"cluster_10";"Married";"{Birth: 1962, Marital: 1, Income: 58646, Kids: 0, Teens: 1,}"
"1";"0";"1";58646.0;1962;"false";97;"cluster_10";"Married";"{Birth: 1962, Marital: 1, Income: 58646, Kids: 0, Teens: 1,}"
"3";"1";"1";47570.0;1949;"true";98;"cluster_14";"Divorced";"{Birth: 1949, Marital: 3, Income: 47570, Kids: 1, Teens: 1,}"
"1";"0";"1";80011.0;1980;"false";99;"cluster_24";"Married";"{Birth: 1980, Marital: 1, Income: 80011, Kids: 0, Teens: 1,}"
"5";"0";"1";54998.0;1956;"true";100;"cluster_18";"Alone";"{Birth: 1956, Marital: 5, Income: 54998, Kids: 0, Teens: 1,}"
"5";"0";"1";60200.0;1948;"false";101;"cluster_11";"Alone";"{Birth: 1948, Marital: 5, Income: 60200, Kids: 0, Teens: 1,}"
"1";"0";"0";63211.0;1982;"true";102;"cluster_11";"Married";"{Birth: 1982, Marital: 1, Income: 63211, Kids: 0, Teens: 0,}"
"5";"0";"1";48432.0;1973;"true";103;"cluster_6";"Alone";"{Birth: 1973, Marital: 5, Income: 48432, Kids: 0, Teens: 1,}"
"7";"0";"1";48432.0;1973;"false";104;"cluster_6";"Absurd";"{Birth: 1973, Marital: 7, Income: 48432, Kids: 0, Teens: 1,}"
"7";"0";"1";48432.0;1973;"true";105;"cluster_6";"Absurd";"{Birth: 1973, Marital: 7, Income: 48432, Kids: 0, Teens: 1,}"
"1";"1";"1";62845.0;1949;"false";106;"cluster_11";"Married";"{Birth: 1949, Marital: 1, Income: 62845, Kids: 1, Teens: 1,}"
"1";"1";"1";62845.0;1949;"true";107;"cluster_11";"Married";"{Birth: 1949, Marital: 1, Income: 62845, Kids: 1, Teens: 1,}"
"2";"0";"0";65220.0;1965;"true";108;"cluster_1";"Together";"{Birth: 1965, Marital: 2, Income: 65220, Kids: 0, Teens: 0,}"
"1";"0";"0";74214.0;1990;"false";109;"cluster_8";"Married";"{Birth: 1990, Marital: 1, Income: 74214, Kids: 0, Teens: 0,}"
"1";"0";"0";96547.0;1980;"true";110;"cluster_9";"Married";"{Birth: 1980, Marital: 1, Income: 96547, Kids: 0, Teens: 0,}"
"2";"0";"1";53863.0;1955;"false";111;"cluster_18";"Together";"{Birth: 1955, Marital: 2, Income: 53863, Kids: 0, Teens: 1,}"
"1";"2";"0";50447.0;1970;"false";112;"cluster_6";"Married";"{Birth: 1970, Marital: 1, Income: 50447, Kids: 2, Teens: 0,}"
"1";"0";"1";37716.0;1953;"false";113;"cluster_23";"Married";"{Birth: 1953, Marital: 1, Income: 37716, Kids: 0, Teens: 1,}"
"2";"2";"0";45203.0;1982;"true";114;"cluster_14";"Together";"{Birth: 1982, Marital: 2, Income: 45203, Kids: 2, Teens: 0,}"
"1";"1";"0";37368.0;1975;"false";115;"cluster_23";"Married";"{Birth: 1975, Marital: 1, Income: 37368, Kids: 1, Teens: 0,}"
"1";"0";"1";67225.0;1955;"false";116;"cluster_19";"Married";"{Birth: 1955, Marital: 1, Income: 67225, Kids: 0, Teens: 1,}"
"2";"0";"1";65104.0;1976;"true";117;"cluster_1";"Together";"{Birth: 1976, Marital: 2, Income: 65104, Kids: 0, Teens: 1,}"
"2";"0";"1";65104.0;1976;"false";118;"cluster_1";"Together";"{Birth: 1976, Marital: 2, Income: 65104, Kids: 0, Teens: 1,}"
"1";"0";"0";81698.0;1949;"true";119;"cluster_24";"Married";"{Birth: 1949, Marital: 1, Income: 81698, Kids: 0, Teens: 0,}"
"5";"0";"1";70566.0;1968;"false";120;"cluster_21";"Alone";"{Birth: 1968, Marital: 5, Income: 70566, Kids: 0, Teens: 1,}"
"2";"0";"1";69096.0;1958;"false";121;"cluster_19";"Together";"{Birth: 1958, Marital: 2, Income: 69096, Kids: 0, Teens: 1,}"
"1";"0";"1";71434.0;1962;"false";122;"cluster_21";"Married";"{Birth: 1962, Marital: 1, Income: 71434, Kids: 0, Teens: 1,}"
"1";"1";"0";33039.0;1978;"false";123;"cluster_20";"Married";"{Birth: 1978, Marital: 1, Income: 33039, Kids: 1, Teens: 0,}"
"1";"1";"0";33039.0;1978;"false";124;"cluster_20";"Married";"{Birth: 1978, Marital: 1, Income: 33039, Kids: 1, Teens: 0,}"
"2";"0";"0";46610.0;1958;"false";125;"cluster_14";"Together";"{Birth: 1958, Marital: 2, Income: 46610, Kids: 0, Teens: 0,}"
"5";"0";"1";49967.0;1958;"false";126;"cluster_6";"Alone";"{Birth: 1958, Marital: 5, Income: 49967, Kids: 0, Teens: 1,}"
"1";"1";"1";53359.0;1976;"false";127;"cluster_18";"Married";"{Birth: 1976, Marital: 1, Income: 53359, Kids: 1, Teens: 1,}"
"1";"1";"1";49505.0;1971;"false";128;"cluster_6";"Married";"{Birth: 1971, Marital: 1, Income: 49505, Kids: 1, Teens: 1,}"
"1";"0";"0";68657.0;1946;"false";129;"cluster_19";"Married";"{Birth: 1946, Marital: 1, Income: 68657, Kids: 0, Teens: 0,}"
"4";"0";"1";72071.0;1954;"false";130;"cluster_21";"Single";"{Birth: 1954, Marital: 4, Income: 72071, Kids: 0, Teens: 1,}"
"4";"0";"1";72071.0;1954;"false";131;"cluster_21";"Single";"{Birth: 1954, Marital: 4, Income: 72071, Kids: 0, Teens: 1,}"
"5";"1";"0";59235.0;1967;"false";132;"cluster_10";"Alone";"{Birth: 1967, Marital: 5, Income: 59235, Kids: 1, Teens: 0,}"
"2";"0";"1";21994.0;1957;"false";133;"cluster_22";"Together";"{Birth: 1957, Marital: 2, Income: 21994, Kids: 0, Teens: 1,}"
"2";"0";"1";21994.0;1957;"false";134;"cluster_22";"Together";"{Birth: 1957, Marital: 2, Income: 21994, Kids: 0, Teens: 1,}"
"1";"0";"0";69209.0;1972;"false";135;"cluster_19";"Married";"{Birth: 1972, Marital: 1, Income: 69209, Kids: 0, Teens: 0,}"
"2";"1";"0";31928.0;1989;"false";136;"cluster_0";"Together";"{Birth: 1989, Marital: 2, Income: 31928, Kids: 1, Teens: 0,}"
"5";"0";"0";74004.0;1987;"true";137;"cluster_21";"Alone";"{Birth: 1987, Marital: 5, Income: 74004, Kids: 0, Teens: 0,}"
"1";"0";"0";30390.0;1987;"false";138;"cluster_0";"Married";"{Birth: 1987, Marital: 1, Income: 30390, Kids: 0, Teens: 0,}"
"1";"1";"0";21355.0;1985;"true";139;"cluster_22";"Married";"{Birth: 1985, Marital: 1, Income: 21355, Kids: 1, Teens: 0,}"
"1";"1";"0";26304.0;1969;"false";140;"cluster_5";"Married";"{Birth: 1969, Marital: 1, Income: 26304, Kids: 1, Teens: 0,}"
"1";"0";"0";85710.0;1989;"false";141;"cluster_2";"Married";"{Birth: 1989, Marital: 1, Income: 85710, Kids: 0, Teens: 0,}"
"4";"0";"0";102692.0;1974;"true";142;"cluster_16";"Single";"{Birth: 1974, Marital: 4, Income: 102692, Kids: 0, Teens: 0,}"
"5";"0";"1";58350.0;1971;"false";143;"cluster_10";"Alone";"{Birth: 1971, Marital: 5, Income: 58350, Kids: 0, Teens: 1,}"
"5";"1";"1";7500.0;1978;"false";144;"cluster_4";"Alone";"{Birth: 1978, Marital: 5, Income: 7500, Kids: 1, Teens: 1,}"
"5";"0";"0";18890.0;1984;"true";145;"cluster_12";"Alone";"{Birth: 1984, Marital: 5, Income: 18890, Kids: 0, Teens: 0,}"
"1";"1";"0";20425.0;1986;"false";146;"cluster_12";"Married";"{Birth: 1986, Marital: 1, Income: 20425, Kids: 1, Teens: 0,}"
"1";"1";"0";20425.0;1986;"false";147;"cluster_12";"Married";"{Birth: 1986, Marital: 1, Income: 20425, Kids: 1, Teens: 0,}"
"4";"1";"1";41437.0;1957;"false";148;"cluster_15";"Single";"{Birth: 1957, Marital: 4, Income: 41437, Kids: 1, Teens: 1,}"
"2";"0";"1";49912.0;1949;"true";149;"cluster_6";"Together";"{Birth: 1949, Marital: 2, Income: 49912, Kids: 0, Teens: 1,}"
"2";"0";"1";49912.0;1949;"true";150;"cluster_6";"Together";"{Birth: 1949, Marital: 2, Income: 49912, Kids: 0, Teens: 1,}"
"1";"0";"1";79823.0;1959;"false";151;"cluster_24";"Married";"{Birth: 1959, Marital: 1, Income: 79823, Kids: 0, Teens: 1,}"
"4";"0";"0";85683.0;1954;"true";152;"cluster_2";"Single";"{Birth: 1954, Marital: 4, Income: 85683, Kids: 0, Teens: 0,}"
"4";"1";"1";47025.0;1965;"false";153;"cluster_14";"Single";"{Birth: 1965, Marital: 4, Income: 47025, Kids: 1, Teens: 1,}"
"1";"0";"1";68397.0;1976;"false";154;"cluster_19";"Married";"{Birth: 1976, Marital: 1, Income: 68397, Kids: 0, Teens: 1,}"
"1";"1";"0";38175.0;1984;"false";155;"cluster_13";"Married";"{Birth: 1984, Marital: 1, Income: 38175, Kids: 1, Teens: 0,}"
"5";"1";"1";46423.0;1972;"false";156;"cluster_14";"Alone";"{Birth: 1972, Marital: 5, Income: 46423, Kids: 1, Teens: 1,}"
"5";"1";"1";46423.0;1972;"false";157;"cluster_14";"Alone";"{Birth: 1972, Marital: 5, Income: 46423, Kids: 1, Teens: 1,}"
"2";"1";"0";30560.0;1976;"false";158;"cluster_0";"Together";"{Birth: 1976, Marital: 2, Income: 30560, Kids: 1, Teens: 0,}"
"2";"1";"0";30560.0;1976;"false";159;"cluster_0";"Together";"{Birth: 1976, Marital: 2, Income: 30560, Kids: 1, Teens: 0,}"
"5";"0";"1";60152.0;1979;"false";160;"cluster_11";"Alone";"{Birth: 1979, Marital: 5, Income: 60152, Kids: 0, Teens: 1,}"
"2";"1";"1";29672.0;1965;"false";161;"cluster_0";"Together";"{Birth: 1965, Marital: 2, Income: 29672, Kids: 1, Teens: 1,}"
"2";"1";"1";29672.0;1965;"false";162;"cluster_0";"Together";"{Birth: 1965, Marital: 2, Income: 29672, Kids: 1, Teens: 1,}"
"2";"0";"0";70321.0;1947;"true";163;"cluster_21";"Together";"{Birth: 1947, Marital: 2, Income: 70321, Kids: 0, Teens: 0,}"
"1";"0";"1";56181.0;1962;"false";164;"cluster_10";"Married";"{Birth: 1962, Marital: 1, Income: 56181, Kids: 0, Teens: 1,}"
"1";"0";"0";24279.0;1990;"false";165;"cluster_22";"Married";"{Birth: 1990, Marital: 1, Income: 24279, Kids: 0, Teens: 0,}"
"1";"0";"0";68462.0;1969;"false";166;"cluster_19";"Married";"{Birth: 1969, Marital: 1, Income: 68462, Kids: 0, Teens: 0,}"
"1";"0";"1";55424.0;1976;"true";167;"cluster_18";"Married";"{Birth: 1976, Marital: 1, Income: 55424, Kids: 0, Teens: 1,}"
"1";"0";"1";49094.0;1973;"false";168;"cluster_6";"Married";"{Birth: 1973, Marital: 1, Income: 49094, Kids: 0, Teens: 1,}"
"3";"0";"1";59184.0;1961;"false";169;"cluster_10";"Divorced";"{Birth: 1961, Marital: 3, Income: 59184, Kids: 0, Teens: 1,}"
"2";"0";"0";67430.0;1987;"false";170;"cluster_19";"Together";"{Birth: 1987, Marital: 2, Income: 67430, Kids: 0, Teens: 0,}"
"1";"0";"1";30522.0;1960;"false";171;"cluster_0";"Married";"{Birth: 1960, Marital: 1, Income: 30522, Kids: 0, Teens: 1,}"
"5";"0";"1";31878.0;1977;"false";172;"cluster_0";"Alone";"{Birth: 1977, Marital: 5, Income: 31878, Kids: 0, Teens: 1,}"
"5";"0";"0";83528.0;1992;"true";173;"cluster_2";"Alone";"{Birth: 1992, Marital: 5, Income: 83528, Kids: 0, Teens: 0,}"
"2";"0";"0";90300.0;1979;"false";174;"cluster_9";"Together";"{Birth: 1979, Marital: 2, Income: 90300, Kids: 0, Teens: 0,}"
"5";"0";"0";68092.0;1978;"false";175;"cluster_19";"Alone";"{Birth: 1978, Marital: 5, Income: 68092, Kids: 0, Teens: 0,}"
"1";"1";"1";53761.0;1972;"false";176;"cluster_18";"Married";"{Birth: 1972, Marital: 1, Income: 53761, Kids: 1, Teens: 1,}"
"1";"1";"0";52845.0;1973;"false";177;"cluster_18";"Married";"{Birth: 1973, Marital: 1, Income: 52845, Kids: 1, Teens: 0,}"
"1";"1";"0";24027.0;1976;"false";178;"cluster_22";"Married";"{Birth: 1976, Marital: 1, Income: 24027, Kids: 1, Teens: 0,}"
"2";"1";"0";7500.0;1979;"false";179;"cluster_4";"Together";"{Birth: 1979, Marital: 2, Income: 7500, Kids: 1, Teens: 0,}"
"2";"1";"1";42586.0;1955;"true";180;"cluster_15";"Together";"{Birth: 1955, Marital: 2, Income: 42586, Kids: 1, Teens: 1,}"
"2";"1";"1";42586.0;1955;"true";181;"cluster_15";"Together";"{Birth: 1955, Marital: 2, Income: 42586, Kids: 1, Teens: 1,}"
"2";"1";"0";9722.0;1973;"true";182;"cluster_4";"Together";"{Birth: 1973, Marital: 2, Income: 9722, Kids: 1, Teens: 0,}"
"1";"0";"0";86836.0;1975;"true";183;"cluster_2";"Married";"{Birth: 1975, Marital: 1, Income: 86836, Kids: 0, Teens: 0,}"
"1";"1";"0";30467.0;1972;"false";184;"cluster_0";"Married";"{Birth: 1972, Marital: 1, Income: 30467, Kids: 1, Teens: 0,}"
"1";"0";"1";54549.0;1952;"false";185;"cluster_18";"Married";"{Birth: 1952, Marital: 1, Income: 54549, Kids: 0, Teens: 1,}"
"2";"1";"0";19444.0;1982;"true";186;"cluster_12";"Together";"{Birth: 1982, Marital: 2, Income: 19444, Kids: 1, Teens: 0,}"
